year,event_id,source_record_id,state,start_date,end_date,canonical_district,evidence_scope,evidence_type,source_class,source_title,source_url,evidence_note,boundary_note,circularity_risk,merge_rule,origin
2018,E066,2018-0267-IND,Uttar Pradesh,2018-07-26,2018-07-28,Kasganj,exact_event_dates,rain_damage_proxy,official_quoted_media,"UP Relief Commissioner / PTI heavy rain impacts, 26-28 Jul 2018",https://indianexpress.com/article/india/uttar-pradesh-49-killed-as-heavy-rains-lash-5280854/,District explicitly listed by Relief Commissioner as impacted by the same heavy-rain episode; flood/waterlogging evidence strongest for Agra/Ghaziabad.,,news_used_for_geography_only; do not use article itself in coverage outcome validation,"dedupe on event_id + canonical(state,district); retain all source provenance",exhaustive_followup
2018,E066,2018-0267-IND,Uttar Pradesh,2018-07-26,2018-07-28,Mainpuri,exact_event_dates,rain_damage_proxy,official_quoted_media,"UP Relief Commissioner / PTI heavy rain impacts, 26-28 Jul 2018",https://indianexpress.com/article/india/uttar-pradesh-49-killed-as-heavy-rains-lash-5280854/,District explicitly listed by Relief Commissioner as impacted by the same heavy-rain episode; flood/waterlogging evidence strongest for Agra/Ghaziabad.,,news_used_for_geography_only; do not use article itself in coverage outcome validation,"dedupe on event_id + canonical(state,district); retain all source provenance",exhaustive_followup
2018,E066,2018-0267-IND,Uttar Pradesh,2018-07-26,2018-07-28,Mathura,exact_event_dates,rain_damage_proxy,official_quoted_media,"UP Relief Commissioner / PTI heavy rain impacts, 26-28 Jul 2018",https://indianexpress.com/article/india/uttar-pradesh-49-killed-as-heavy-rains-lash-5280854/,District explicitly listed by Relief Commissioner as impacted by the same heavy-rain episode; flood/waterlogging evidence strongest for Agra/Ghaziabad.,,news_used_for_geography_only; do not use article itself in coverage outcome validation,"dedupe on event_id + canonical(state,district); retain all source provenance",exhaustive_followup
2018,E066,2018-0267-IND,Uttar Pradesh,2018-07-26,2018-07-28,Meerut,exact_event_dates,rain_damage_proxy,official_quoted_media,"UP Relief Commissioner / PTI heavy rain impacts, 26-28 Jul 2018",https://indianexpress.com/article/india/uttar-pradesh-49-killed-as-heavy-rains-lash-5280854/,District explicitly listed by Relief Commissioner as impacted by the same heavy-rain episode; flood/waterlogging evidence strongest for Agra/Ghaziabad.,,news_used_for_geography_only; do not use article itself in coverage outcome validation,"dedupe on event_id + canonical(state,district); retain all source provenance",exhaustive_followup
2018,E066,2018-0267-IND,Uttar Pradesh,2018-07-26,2018-07-28,Muzaffarnagar,exact_event_dates,rain_damage_proxy,official_quoted_media,"UP Relief Commissioner / PTI heavy rain impacts, 26-28 Jul 2018",https://indianexpress.com/article/india/uttar-pradesh-49-killed-as-heavy-rains-lash-5280854/,District explicitly listed by Relief Commissioner as impacted by the same heavy-rain episode; flood/waterlogging evidence strongest for Agra/Ghaziabad.,,news_used_for_geography_only; do not use article itself in coverage outcome validation,"dedupe on event_id + canonical(state,district); retain all source provenance",exhaustive_followup
2018,E066,2018-0267-IND,Uttar Pradesh,2018-07-26,2018-07-28,Saharanpur,exact_event_dates,rain_damage_proxy,official_quoted_media,"UP Relief Commissioner / PTI heavy rain impacts, 26-28 Jul 2018",https://indianexpress.com/article/india/uttar-pradesh-49-killed-as-heavy-rains-lash-5280854/,District explicitly listed by Relief Commissioner as impacted by the same heavy-rain episode; flood/waterlogging evidence strongest for Agra/Ghaziabad.,,news_used_for_geography_only; do not use article itself in coverage outcome validation,"dedupe on event_id + canonical(state,district); retain all source provenance",exhaustive_followup
2018,E068,2018-0345-IND,West Bengal,2018-08-02,2018-08-06,Bankura,exact_event_dates,direct_disaster_impact,state_government,"West Bengal disaster management report quoted in contemporaneous coverage, 7 Aug 2018",https://timesofindia.indiatimes.com/city/kolkata/over-2500-hit-in-bankura-as-224mm-rain-triggers-floods/articleshow/65299478.cms,"State disaster management department reported >2,500 affected, rescues and relief camps after flooding in Bankura.",,none,"dedupe on event_id + canonical(state,district); retain all source provenance",exhaustive_followup
2018,E069,,Assam,,,Barpeta,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E069,,Assam,,,Biswanath,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E069,,Assam,,,Cachar,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E069,,Assam,,,Charaideo,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E069,,Assam,,,Chirang,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E069,,Assam,,,Darrang,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E069,,Assam,,,Dhemaji,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E069,,Assam,,,Dibrugarh,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E069,,Assam,,,Dima Hasao,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E069,,Assam,,,East Karbi Anglong,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E069,,Assam,,,Golaghat,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E069,,Assam,,,Hailakandi,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E069,,Assam,,,Hojai,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E069,,Assam,,,Jorhat,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E069,,Assam,,,Karimganj,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E069,,Assam,,,Kokrajhar,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E069,,Assam,,,Lakhimpur,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E069,,Assam,,,Majuli,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E069,,Assam,,,Nagaon,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E069,,Assam,,,Nalbari,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E069,,Assam,,,Sivasagar,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E069,,Assam,,,Sonitpur,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E069,,Assam,,,Tinsukia,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E069,,Assam,,,Udalguri,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E069,,Assam,,,West Karbi Anglong,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E070,,Himachal Pradesh,,,Chamba,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative monsoon affected-district list.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E070,,Himachal Pradesh,,,Hamirpur,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative monsoon affected-district list.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E070,,Himachal Pradesh,,,Kangra,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative monsoon affected-district list.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E070,,Himachal Pradesh,,,Kullu,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative monsoon affected-district list.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E070,,Himachal Pradesh,,,Mandi,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative monsoon affected-district list.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E070,,Himachal Pradesh,,,Shimla,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative monsoon affected-district list.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E071,,Kerala,,,Alappuzha,exact_or_direct_event,direct_disaster_impact,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official MHA report states all 14 Kerala districts were affected during the 2018 flood disaster.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E071,,Kerala,,,Ernakulam,exact_or_direct_event,direct_disaster_impact,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official MHA report states all 14 Kerala districts were affected during the 2018 flood disaster.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E071,,Kerala,,,Idukki,exact_or_direct_event,direct_disaster_impact,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official MHA report states all 14 Kerala districts were affected during the 2018 flood disaster.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E071,,Kerala,,,Kannur,exact_or_direct_event,direct_disaster_impact,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official MHA report states all 14 Kerala districts were affected during the 2018 flood disaster.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E071,,Kerala,,,Kasaragod,exact_or_direct_event,direct_disaster_impact,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official MHA report states all 14 Kerala districts were affected during the 2018 flood disaster.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E071,,Kerala,,,Kollam,exact_or_direct_event,direct_disaster_impact,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official MHA report states all 14 Kerala districts were affected during the 2018 flood disaster.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E071,,Kerala,,,Kottayam,exact_or_direct_event,direct_disaster_impact,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official MHA report states all 14 Kerala districts were affected during the 2018 flood disaster.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E071,,Kerala,,,Kozhikode,exact_or_direct_event,direct_disaster_impact,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official MHA report states all 14 Kerala districts were affected during the 2018 flood disaster.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E071,,Kerala,,,Malappuram,exact_or_direct_event,direct_disaster_impact,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official MHA report states all 14 Kerala districts were affected during the 2018 flood disaster.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E071,,Kerala,,,Palakkad,exact_or_direct_event,direct_disaster_impact,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official MHA report states all 14 Kerala districts were affected during the 2018 flood disaster.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E071,,Kerala,,,Pathanamthitta,exact_or_direct_event,direct_disaster_impact,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official MHA report states all 14 Kerala districts were affected during the 2018 flood disaster.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E071,,Kerala,,,Thiruvananthapuram,exact_or_direct_event,direct_disaster_impact,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official MHA report states all 14 Kerala districts were affected during the 2018 flood disaster.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E071,,Kerala,,,Thrissur,exact_or_direct_event,direct_disaster_impact,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official MHA report states all 14 Kerala districts were affected during the 2018 flood disaster.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E071,,Kerala,,,Wayanad,exact_or_direct_event,direct_disaster_impact,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official MHA report states all 14 Kerala districts were affected during the 2018 flood disaster.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E072,2018-0295-IND,Maharashtra,2018-08-07,2018-08-20,Kolhapur,same_event_period_broad,seasonal_proxy,official_quoted_media,"Maharashtra monsoon impacts, Aug 2018",https://timesofindia.indiatimes.com/india/537-dead-in-monsoon-rains-floods-in-6-states/articleshow/65176352.cms,"State-level NERC flood/rain impacts established, but this district assignment is broad/seasonal rather than event-specific.",,news_used_for_geography_only; do not use article itself in coverage outcome validation,"dedupe on event_id + canonical(state,district); retain all source provenance",exhaustive_followup
2018,E072,2018-0295-IND,Maharashtra,2018-08-07,2018-08-20,Mumbai City,same_event_period_broad,seasonal_proxy,official_quoted_media,"Maharashtra monsoon impacts, Aug 2018",https://timesofindia.indiatimes.com/india/537-dead-in-monsoon-rains-floods-in-6-states/articleshow/65176352.cms,"State-level NERC flood/rain impacts established, but this district assignment is broad/seasonal rather than event-specific.",,news_used_for_geography_only; do not use article itself in coverage outcome validation,"dedupe on event_id + canonical(state,district); retain all source provenance",exhaustive_followup
2018,E072,2018-0295-IND,Maharashtra,2018-08-07,2018-08-20,Mumbai Suburban,same_event_period_broad,seasonal_proxy,official_quoted_media,"Maharashtra monsoon impacts, Aug 2018",https://timesofindia.indiatimes.com/india/537-dead-in-monsoon-rains-floods-in-6-states/articleshow/65176352.cms,"State-level NERC flood/rain impacts established, but this district assignment is broad/seasonal rather than event-specific.",,news_used_for_geography_only; do not use article itself in coverage outcome validation,"dedupe on event_id + canonical(state,district); retain all source provenance",exhaustive_followup
2018,E072,2018-0295-IND,Maharashtra,2018-08-07,2018-08-20,Palghar,same_event_period_broad,seasonal_proxy,official_quoted_media,"Maharashtra monsoon impacts, Aug 2018",https://timesofindia.indiatimes.com/india/537-dead-in-monsoon-rains-floods-in-6-states/articleshow/65176352.cms,"State-level NERC flood/rain impacts established, but this district assignment is broad/seasonal rather than event-specific.",,news_used_for_geography_only; do not use article itself in coverage outcome validation,"dedupe on event_id + canonical(state,district); retain all source provenance",exhaustive_followup
2018,E072,2018-0295-IND,Maharashtra,2018-08-07,2018-08-20,Raigad,same_event_period_broad,seasonal_proxy,official_quoted_media,"Maharashtra monsoon impacts, Aug 2018",https://timesofindia.indiatimes.com/india/537-dead-in-monsoon-rains-floods-in-6-states/articleshow/65176352.cms,"State-level NERC flood/rain impacts established, but this district assignment is broad/seasonal rather than event-specific.",,news_used_for_geography_only; do not use article itself in coverage outcome validation,"dedupe on event_id + canonical(state,district); retain all source provenance",exhaustive_followup
2018,E072,2018-0295-IND,Maharashtra,2018-08-07,2018-08-20,Ratnagiri,same_event_period_broad,seasonal_proxy,official_quoted_media,"Maharashtra monsoon impacts, Aug 2018",https://timesofindia.indiatimes.com/india/537-dead-in-monsoon-rains-floods-in-6-states/articleshow/65176352.cms,"State-level NERC flood/rain impacts established, but this district assignment is broad/seasonal rather than event-specific.",,news_used_for_geography_only; do not use article itself in coverage outcome validation,"dedupe on event_id + canonical(state,district); retain all source provenance",exhaustive_followup
2018,E072,2018-0295-IND,Maharashtra,2018-08-07,2018-08-20,Thane,same_event_period_broad,seasonal_proxy,official_quoted_media,"Maharashtra monsoon impacts, Aug 2018",https://timesofindia.indiatimes.com/india/537-dead-in-monsoon-rains-floods-in-6-states/articleshow/65176352.cms,"State-level NERC flood/rain impacts established, but this district assignment is broad/seasonal rather than event-specific.",,news_used_for_geography_only; do not use article itself in coverage outcome validation,"dedupe on event_id + canonical(state,district); retain all source provenance",exhaustive_followup
2018,E073,,Nagaland,,,Dimapur,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative affected-district list.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E073,,Nagaland,,,Kiphire,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative affected-district list.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E073,,Nagaland,,,Kohima,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative affected-district list.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E073,,Nagaland,,,Longleng,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative affected-district list.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E073,,Nagaland,,,Mokokchung,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative affected-district list.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E073,,Nagaland,,,Mon,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative affected-district list.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E073,,Nagaland,,,Peren,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative affected-district list.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
2018,E073,,Nagaland,,,Phek,seasonal_or_cumulative,seasonal_cumulative,official_government,"Government of India MHA/NERC Situation Report, 4 Oct 2018",https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,Official cumulative affected-district list.,,none,"dedupe on event_id + canonical(state,district); preserve original source name",prior_research_pass
