event_district_id,event_id,source_record_id,state,district,start_date,end_date,date_precision,district_source,district_resolution_evidence,state_resolution_source,state_resolution_evidence,aoi_level,aoi_match_status
E056::balrampur,E056,2017-0517-IND,Uttar Pradesh,Balrampur,2017-08-16,2017-08-23,start:day|end:day,admin_units|gadm,"[""admin_units:Balrampur"", ""gadm:IND.34.12_1""]",gadm|location,"[""gadm:IND.34.10_1"", ""gadm:IND.34.11_1"", ""gadm:IND.34.12_1"", ""gadm:IND.34.14_1"", ""gadm:IND.34.16_1"", ""gadm:IND.34.17_1"", ""gadm:IND.34.18_1"", ""gadm:IND.34.22_1"", ""gadm:IND.34.25_1"", ""gadm:IND.34.26_1"", ""gadm:IND.34.31_1"", ""gadm:IND.34.32_1"", ""gadm:IND.34.33_1"", ""gadm:IND.34.46_1"", ""gadm:IND.34.47_1"", ""gadm:IND.34.4_1"", ""gadm:IND.34.50_1"", ""gadm:IND.34.54_1"", ""gadm:IND.34.56_1"", ""gadm:IND.34.58_1"", ""gadm:IND.34.59_1"", ""gadm:IND.34.65_1"", ""gadm:IND.34.68_1"", ""gadm:IND.34.69_1"", ""gadm:IND.34.70_1"", ""gadm:IND.34.71_1"", ""gadm:IND.34.8_1"", ""location:(?<![A-Za-z])Uttar\\ Pradesh(?![A-Za-z])""]",district,pending
E056::bara%20banki,E056,2017-0517-IND,Uttar Pradesh,Bara Banki,2017-08-16,2017-08-23,start:day|end:day,admin_units,"[""admin_units:Bara Banki""]",gadm|location,"[""gadm:IND.34.10_1"", ""gadm:IND.34.11_1"", ""gadm:IND.34.12_1"", ""gadm:IND.34.14_1"", ""gadm:IND.34.16_1"", ""gadm:IND.34.17_1"", ""gadm:IND.34.18_1"", ""gadm:IND.34.22_1"", ""gadm:IND.34.25_1"", ""gadm:IND.34.26_1"", ""gadm:IND.34.31_1"", ""gadm:IND.34.32_1"", ""gadm:IND.34.33_1"", ""gadm:IND.34.46_1"", ""gadm:IND.34.47_1"", ""gadm:IND.34.4_1"", ""gadm:IND.34.50_1"", ""gadm:IND.34.54_1"", ""gadm:IND.34.56_1"", ""gadm:IND.34.58_1"", ""gadm:IND.34.59_1"", ""gadm:IND.34.65_1"", ""gadm:IND.34.68_1"", ""gadm:IND.34.69_1"", ""gadm:IND.34.70_1"", ""gadm:IND.34.71_1"", ""gadm:IND.34.8_1"", ""location:(?<![A-Za-z])Uttar\\ Pradesh(?![A-Za-z])""]",district,pending
E056::barabanki,E056,2017-0517-IND,Uttar Pradesh,Barabanki,2017-08-16,2017-08-23,start:day|end:day,gadm,"[""gadm:IND.34.14_1""]",gadm|location,"[""gadm:IND.34.10_1"", ""gadm:IND.34.11_1"", ""gadm:IND.34.12_1"", ""gadm:IND.34.14_1"", ""gadm:IND.34.16_1"", ""gadm:IND.34.17_1"", ""gadm:IND.34.18_1"", ""gadm:IND.34.22_1"", ""gadm:IND.34.25_1"", ""gadm:IND.34.26_1"", ""gadm:IND.34.31_1"", ""gadm:IND.34.32_1"", ""gadm:IND.34.33_1"", ""gadm:IND.34.46_1"", ""gadm:IND.34.47_1"", ""gadm:IND.34.4_1"", ""gadm:IND.34.50_1"", ""gadm:IND.34.54_1"", ""gadm:IND.34.56_1"", ""gadm:IND.34.58_1"", ""gadm:IND.34.59_1"", ""gadm:IND.34.65_1"", ""gadm:IND.34.68_1"", ""gadm:IND.34.69_1"", ""gadm:IND.34.70_1"", ""gadm:IND.34.71_1"", ""gadm:IND.34.8_1"", ""location:(?<![A-Za-z])Uttar\\ Pradesh(?![A-Za-z])""]",district,pending
E056::basti,E056,2017-0517-IND,Uttar Pradesh,Basti,2017-08-16,2017-08-23,start:day|end:day,admin_units|gadm,"[""admin_units:Basti"", ""gadm:IND.34.16_1""]",gadm|location,"[""gadm:IND.34.10_1"", ""gadm:IND.34.11_1"", ""gadm:IND.34.12_1"", ""gadm:IND.34.14_1"", ""gadm:IND.34.16_1"", ""gadm:IND.34.17_1"", ""gadm:IND.34.18_1"", ""gadm:IND.34.22_1"", ""gadm:IND.34.25_1"", ""gadm:IND.34.26_1"", ""gadm:IND.34.31_1"", ""gadm:IND.34.32_1"", ""gadm:IND.34.33_1"", ""gadm:IND.34.46_1"", ""gadm:IND.34.47_1"", ""gadm:IND.34.4_1"", ""gadm:IND.34.50_1"", ""gadm:IND.34.54_1"", ""gadm:IND.34.56_1"", ""gadm:IND.34.58_1"", ""gadm:IND.34.59_1"", ""gadm:IND.34.65_1"", ""gadm:IND.34.68_1"", ""gadm:IND.34.69_1"", ""gadm:IND.34.70_1"", ""gadm:IND.34.71_1"", ""gadm:IND.34.8_1"", ""location:(?<![A-Za-z])Uttar\\ Pradesh(?![A-Za-z])""]",district,pending
E056::bijnor,E056,2017-0517-IND,Uttar Pradesh,Bijnor,2017-08-16,2017-08-23,start:day|end:day,admin_units|gadm,"[""admin_units:Bijnor"", ""gadm:IND.34.17_1""]",gadm|location,"[""gadm:IND.34.10_1"", ""gadm:IND.34.11_1"", ""gadm:IND.34.12_1"", ""gadm:IND.34.14_1"", ""gadm:IND.34.16_1"", ""gadm:IND.34.17_1"", ""gadm:IND.34.18_1"", ""gadm:IND.34.22_1"", ""gadm:IND.34.25_1"", ""gadm:IND.34.26_1"", ""gadm:IND.34.31_1"", ""gadm:IND.34.32_1"", ""gadm:IND.34.33_1"", ""gadm:IND.34.46_1"", ""gadm:IND.34.47_1"", ""gadm:IND.34.4_1"", ""gadm:IND.34.50_1"", ""gadm:IND.34.54_1"", ""gadm:IND.34.56_1"", ""gadm:IND.34.58_1"", ""gadm:IND.34.59_1"", ""gadm:IND.34.65_1"", ""gadm:IND.34.68_1"", ""gadm:IND.34.69_1"", ""gadm:IND.34.70_1"", ""gadm:IND.34.71_1"", ""gadm:IND.34.8_1"", ""location:(?<![A-Za-z])Uttar\\ Pradesh(?![A-Za-z])""]",district,pending
E056::budaun,E056,2017-0517-IND,Uttar Pradesh,Budaun,2017-08-16,2017-08-23,start:day|end:day,gadm,"[""gadm:IND.34.18_1""]",gadm|location,"[""gadm:IND.34.10_1"", ""gadm:IND.34.11_1"", ""gadm:IND.34.12_1"", ""gadm:IND.34.14_1"", ""gadm:IND.34.16_1"", ""gadm:IND.34.17_1"", ""gadm:IND.34.18_1"", ""gadm:IND.34.22_1"", ""gadm:IND.34.25_1"", ""gadm:IND.34.26_1"", ""gadm:IND.34.31_1"", ""gadm:IND.34.32_1"", ""gadm:IND.34.33_1"", ""gadm:IND.34.46_1"", ""gadm:IND.34.47_1"", ""gadm:IND.34.4_1"", ""gadm:IND.34.50_1"", ""gadm:IND.34.54_1"", ""gadm:IND.34.56_1"", ""gadm:IND.34.58_1"", ""gadm:IND.34.59_1"", ""gadm:IND.34.65_1"", ""gadm:IND.34.68_1"", ""gadm:IND.34.69_1"", ""gadm:IND.34.70_1"", ""gadm:IND.34.71_1"", ""gadm:IND.34.8_1"", ""location:(?<![A-Za-z])Uttar\\ Pradesh(?![A-Za-z])""]",district,pending
E056::deoria,E056,2017-0517-IND,Uttar Pradesh,Deoria,2017-08-16,2017-08-23,start:day|end:day,admin_units|gadm,"[""admin_units:Deoria"", ""gadm:IND.34.22_1""]",gadm|location,"[""gadm:IND.34.10_1"", ""gadm:IND.34.11_1"", ""gadm:IND.34.12_1"", ""gadm:IND.34.14_1"", ""gadm:IND.34.16_1"", ""gadm:IND.34.17_1"", ""gadm:IND.34.18_1"", ""gadm:IND.34.22_1"", ""gadm:IND.34.25_1"", ""gadm:IND.34.26_1"", ""gadm:IND.34.31_1"", ""gadm:IND.34.32_1"", ""gadm:IND.34.33_1"", ""gadm:IND.34.46_1"", ""gadm:IND.34.47_1"", ""gadm:IND.34.4_1"", ""gadm:IND.34.50_1"", ""gadm:IND.34.54_1"", ""gadm:IND.34.56_1"", ""gadm:IND.34.58_1"", ""gadm:IND.34.59_1"", ""gadm:IND.34.65_1"", ""gadm:IND.34.68_1"", ""gadm:IND.34.69_1"", ""gadm:IND.34.70_1"", ""gadm:IND.34.71_1"", ""gadm:IND.34.8_1"", ""location:(?<![A-Za-z])Uttar\\ Pradesh(?![A-Za-z])""]",district,pending
E056::faizabad,E056,2017-0517-IND,Uttar Pradesh,Faizabad,2017-08-16,2017-08-23,start:day|end:day,admin_units|gadm,"[""admin_units:Faizabad"", ""gadm:IND.34.25_1""]",gadm|location,"[""gadm:IND.34.10_1"", ""gadm:IND.34.11_1"", ""gadm:IND.34.12_1"", ""gadm:IND.34.14_1"", ""gadm:IND.34.16_1"", ""gadm:IND.34.17_1"", ""gadm:IND.34.18_1"", ""gadm:IND.34.22_1"", ""gadm:IND.34.25_1"", ""gadm:IND.34.26_1"", ""gadm:IND.34.31_1"", ""gadm:IND.34.32_1"", ""gadm:IND.34.33_1"", ""gadm:IND.34.46_1"", ""gadm:IND.34.47_1"", ""gadm:IND.34.4_1"", ""gadm:IND.34.50_1"", ""gadm:IND.34.54_1"", ""gadm:IND.34.56_1"", ""gadm:IND.34.58_1"", ""gadm:IND.34.59_1"", ""gadm:IND.34.65_1"", ""gadm:IND.34.68_1"", ""gadm:IND.34.69_1"", ""gadm:IND.34.70_1"", ""gadm:IND.34.71_1"", ""gadm:IND.34.8_1"", ""location:(?<![A-Za-z])Uttar\\ Pradesh(?![A-Za-z])""]",district,pending
E056::farrukhabad,E056,2017-0517-IND,Uttar Pradesh,Farrukhabad,2017-08-16,2017-08-23,start:day|end:day,admin_units|gadm,"[""admin_units:Farrukhabad"", ""gadm:IND.34.26_1""]",gadm|location,"[""gadm:IND.34.10_1"", ""gadm:IND.34.11_1"", ""gadm:IND.34.12_1"", ""gadm:IND.34.14_1"", ""gadm:IND.34.16_1"", ""gadm:IND.34.17_1"", ""gadm:IND.34.18_1"", ""gadm:IND.34.22_1"", ""gadm:IND.34.25_1"", ""gadm:IND.34.26_1"", ""gadm:IND.34.31_1"", ""gadm:IND.34.32_1"", ""gadm:IND.34.33_1"", ""gadm:IND.34.46_1"", ""gadm:IND.34.47_1"", ""gadm:IND.34.4_1"", ""gadm:IND.34.50_1"", ""gadm:IND.34.54_1"", ""gadm:IND.34.56_1"", ""gadm:IND.34.58_1"", ""gadm:IND.34.59_1"", ""gadm:IND.34.65_1"", ""gadm:IND.34.68_1"", ""gadm:IND.34.69_1"", ""gadm:IND.34.70_1"", ""gadm:IND.34.71_1"", ""gadm:IND.34.8_1"", ""location:(?<![A-Za-z])Uttar\\ Pradesh(?![A-Za-z])""]",district,pending
E056::ghazipur,E056,2017-0517-IND,Uttar Pradesh,Ghazipur,2017-08-16,2017-08-23,start:day|end:day,admin_units|gadm,"[""admin_units:Ghazipur"", ""gadm:IND.34.31_1""]",gadm|location,"[""gadm:IND.34.10_1"", ""gadm:IND.34.11_1"", ""gadm:IND.34.12_1"", ""gadm:IND.34.14_1"", ""gadm:IND.34.16_1"", ""gadm:IND.34.17_1"", ""gadm:IND.34.18_1"", ""gadm:IND.34.22_1"", ""gadm:IND.34.25_1"", ""gadm:IND.34.26_1"", ""gadm:IND.34.31_1"", ""gadm:IND.34.32_1"", ""gadm:IND.34.33_1"", ""gadm:IND.34.46_1"", ""gadm:IND.34.47_1"", ""gadm:IND.34.4_1"", ""gadm:IND.34.50_1"", ""gadm:IND.34.54_1"", ""gadm:IND.34.56_1"", ""gadm:IND.34.58_1"", ""gadm:IND.34.59_1"", ""gadm:IND.34.65_1"", ""gadm:IND.34.68_1"", ""gadm:IND.34.69_1"", ""gadm:IND.34.70_1"", ""gadm:IND.34.71_1"", ""gadm:IND.34.8_1"", ""location:(?<![A-Za-z])Uttar\\ Pradesh(?![A-Za-z])""]",district,pending
E056::gonda,E056,2017-0517-IND,Uttar Pradesh,Gonda,2017-08-16,2017-08-23,start:day|end:day,admin_units|gadm,"[""admin_units:Gonda"", ""gadm:IND.34.32_1""]",gadm|location,"[""gadm:IND.34.10_1"", ""gadm:IND.34.11_1"", ""gadm:IND.34.12_1"", ""gadm:IND.34.14_1"", ""gadm:IND.34.16_1"", ""gadm:IND.34.17_1"", ""gadm:IND.34.18_1"", ""gadm:IND.34.22_1"", ""gadm:IND.34.25_1"", ""gadm:IND.34.26_1"", ""gadm:IND.34.31_1"", ""gadm:IND.34.32_1"", ""gadm:IND.34.33_1"", ""gadm:IND.34.46_1"", ""gadm:IND.34.47_1"", ""gadm:IND.34.4_1"", ""gadm:IND.34.50_1"", ""gadm:IND.34.54_1"", ""gadm:IND.34.56_1"", ""gadm:IND.34.58_1"", ""gadm:IND.34.59_1"", ""gadm:IND.34.65_1"", ""gadm:IND.34.68_1"", ""gadm:IND.34.69_1"", ""gadm:IND.34.70_1"", ""gadm:IND.34.71_1"", ""gadm:IND.34.8_1"", ""location:(?<![A-Za-z])Uttar\\ Pradesh(?![A-Za-z])""]",district,pending
E056::gorakhpur,E056,2017-0517-IND,Uttar Pradesh,Gorakhpur,2017-08-16,2017-08-23,start:day|end:day,admin_units|gadm,"[""admin_units:Gorakhpur"", ""gadm:IND.34.33_1""]",gadm|location,"[""gadm:IND.34.10_1"", ""gadm:IND.34.11_1"", ""gadm:IND.34.12_1"", ""gadm:IND.34.14_1"", ""gadm:IND.34.16_1"", ""gadm:IND.34.17_1"", ""gadm:IND.34.18_1"", ""gadm:IND.34.22_1"", ""gadm:IND.34.25_1"", ""gadm:IND.34.26_1"", ""gadm:IND.34.31_1"", ""gadm:IND.34.32_1"", ""gadm:IND.34.33_1"", ""gadm:IND.34.46_1"", ""gadm:IND.34.47_1"", ""gadm:IND.34.4_1"", ""gadm:IND.34.50_1"", ""gadm:IND.34.54_1"", ""gadm:IND.34.56_1"", ""gadm:IND.34.58_1"", ""gadm:IND.34.59_1"", ""gadm:IND.34.65_1"", ""gadm:IND.34.68_1"", ""gadm:IND.34.69_1"", ""gadm:IND.34.70_1"", ""gadm:IND.34.71_1"", ""gadm:IND.34.8_1"", ""location:(?<![A-Za-z])Uttar\\ Pradesh(?![A-Za-z])""]",district,pending
E056::kushinagar,E056,2017-0517-IND,Uttar Pradesh,Kushinagar,2017-08-16,2017-08-23,start:day|end:day,admin_units|gadm,"[""admin_units:Kushinagar"", ""gadm:IND.34.46_1""]",gadm|location,"[""gadm:IND.34.10_1"", ""gadm:IND.34.11_1"", ""gadm:IND.34.12_1"", ""gadm:IND.34.14_1"", ""gadm:IND.34.16_1"", ""gadm:IND.34.17_1"", ""gadm:IND.34.18_1"", ""gadm:IND.34.22_1"", ""gadm:IND.34.25_1"", ""gadm:IND.34.26_1"", ""gadm:IND.34.31_1"", ""gadm:IND.34.32_1"", ""gadm:IND.34.33_1"", ""gadm:IND.34.46_1"", ""gadm:IND.34.47_1"", ""gadm:IND.34.4_1"", ""gadm:IND.34.50_1"", ""gadm:IND.34.54_1"", ""gadm:IND.34.56_1"", ""gadm:IND.34.58_1"", ""gadm:IND.34.59_1"", ""gadm:IND.34.65_1"", ""gadm:IND.34.68_1"", ""gadm:IND.34.69_1"", ""gadm:IND.34.70_1"", ""gadm:IND.34.71_1"", ""gadm:IND.34.8_1"", ""location:(?<![A-Za-z])Uttar\\ Pradesh(?![A-Za-z])""]",district,pending
E056::lakhimpur%20kheri,E056,2017-0517-IND,Uttar Pradesh,Lakhimpur Kheri,2017-08-16,2017-08-23,start:day|end:day,admin_units|gadm,"[""admin_units:Lakhimpur Kheri"", ""gadm:IND.34.47_1""]",gadm|location,"[""gadm:IND.34.10_1"", ""gadm:IND.34.11_1"", ""gadm:IND.34.12_1"", ""gadm:IND.34.14_1"", ""gadm:IND.34.16_1"", ""gadm:IND.34.17_1"", ""gadm:IND.34.18_1"", ""gadm:IND.34.22_1"", ""gadm:IND.34.25_1"", ""gadm:IND.34.26_1"", ""gadm:IND.34.31_1"", ""gadm:IND.34.32_1"", ""gadm:IND.34.33_1"", ""gadm:IND.34.46_1"", ""gadm:IND.34.47_1"", ""gadm:IND.34.4_1"", ""gadm:IND.34.50_1"", ""gadm:IND.34.54_1"", ""gadm:IND.34.56_1"", ""gadm:IND.34.58_1"", ""gadm:IND.34.59_1"", ""gadm:IND.34.65_1"", ""gadm:IND.34.68_1"", ""gadm:IND.34.69_1"", ""gadm:IND.34.70_1"", ""gadm:IND.34.71_1"", ""gadm:IND.34.8_1"", ""location:(?<![A-Za-z])Uttar\\ Pradesh(?![A-Za-z])""]",district,pending
E056::maharajganj,E056,2017-0517-IND,Uttar Pradesh,Maharajganj,2017-08-16,2017-08-23,start:day|end:day,admin_units|gadm,"[""admin_units:Maharajganj"", ""gadm:IND.34.50_1""]",gadm|location,"[""gadm:IND.34.10_1"", ""gadm:IND.34.11_1"", ""gadm:IND.34.12_1"", ""gadm:IND.34.14_1"", ""gadm:IND.34.16_1"", ""gadm:IND.34.17_1"", ""gadm:IND.34.18_1"", ""gadm:IND.34.22_1"", ""gadm:IND.34.25_1"", ""gadm:IND.34.26_1"", ""gadm:IND.34.31_1"", ""gadm:IND.34.32_1"", ""gadm:IND.34.33_1"", ""gadm:IND.34.46_1"", ""gadm:IND.34.47_1"", ""gadm:IND.34.4_1"", ""gadm:IND.34.50_1"", ""gadm:IND.34.54_1"", ""gadm:IND.34.56_1"", ""gadm:IND.34.58_1"", ""gadm:IND.34.59_1"", ""gadm:IND.34.65_1"", ""gadm:IND.34.68_1"", ""gadm:IND.34.69_1"", ""gadm:IND.34.70_1"", ""gadm:IND.34.71_1"", ""gadm:IND.34.8_1"", ""location:(?<![A-Za-z])Uttar\\ Pradesh(?![A-Za-z])""]",district,pending
E056::mau,E056,2017-0517-IND,Uttar Pradesh,Mau,2017-08-16,2017-08-23,start:day|end:day,admin_units|gadm,"[""admin_units:Mau"", ""gadm:IND.34.54_1""]",gadm|location,"[""gadm:IND.34.10_1"", ""gadm:IND.34.11_1"", ""gadm:IND.34.12_1"", ""gadm:IND.34.14_1"", ""gadm:IND.34.16_1"", ""gadm:IND.34.17_1"", ""gadm:IND.34.18_1"", ""gadm:IND.34.22_1"", ""gadm:IND.34.25_1"", ""gadm:IND.34.26_1"", ""gadm:IND.34.31_1"", ""gadm:IND.34.32_1"", ""gadm:IND.34.33_1"", ""gadm:IND.34.46_1"", ""gadm:IND.34.47_1"", ""gadm:IND.34.4_1"", ""gadm:IND.34.50_1"", ""gadm:IND.34.54_1"", ""gadm:IND.34.56_1"", ""gadm:IND.34.58_1"", ""gadm:IND.34.59_1"", ""gadm:IND.34.65_1"", ""gadm:IND.34.68_1"", ""gadm:IND.34.69_1"", ""gadm:IND.34.70_1"", ""gadm:IND.34.71_1"", ""gadm:IND.34.8_1"", ""location:(?<![A-Za-z])Uttar\\ Pradesh(?![A-Za-z])""]",district,pending
E056::mirzapur,E056,2017-0517-IND,Uttar Pradesh,Mirzapur,2017-08-16,2017-08-23,start:day|end:day,admin_units|gadm,"[""admin_units:Mirzapur"", ""gadm:IND.34.56_1""]",gadm|location,"[""gadm:IND.34.10_1"", ""gadm:IND.34.11_1"", ""gadm:IND.34.12_1"", ""gadm:IND.34.14_1"", ""gadm:IND.34.16_1"", ""gadm:IND.34.17_1"", ""gadm:IND.34.18_1"", ""gadm:IND.34.22_1"", ""gadm:IND.34.25_1"", ""gadm:IND.34.26_1"", ""gadm:IND.34.31_1"", ""gadm:IND.34.32_1"", ""gadm:IND.34.33_1"", ""gadm:IND.34.46_1"", ""gadm:IND.34.47_1"", ""gadm:IND.34.4_1"", ""gadm:IND.34.50_1"", ""gadm:IND.34.54_1"", ""gadm:IND.34.56_1"", ""gadm:IND.34.58_1"", ""gadm:IND.34.59_1"", ""gadm:IND.34.65_1"", ""gadm:IND.34.68_1"", ""gadm:IND.34.69_1"", ""gadm:IND.34.70_1"", ""gadm:IND.34.71_1"", ""gadm:IND.34.8_1"", ""location:(?<![A-Za-z])Uttar\\ Pradesh(?![A-Za-z])""]",district,pending
E056::muzaffarnagar,E056,2017-0517-IND,Uttar Pradesh,Muzaffarnagar,2017-08-16,2017-08-23,start:day|end:day,admin_units|gadm,"[""admin_units:Muzaffarnagar"", ""gadm:IND.34.58_1""]",gadm|location,"[""gadm:IND.34.10_1"", ""gadm:IND.34.11_1"", ""gadm:IND.34.12_1"", ""gadm:IND.34.14_1"", ""gadm:IND.34.16_1"", ""gadm:IND.34.17_1"", ""gadm:IND.34.18_1"", ""gadm:IND.34.22_1"", ""gadm:IND.34.25_1"", ""gadm:IND.34.26_1"", ""gadm:IND.34.31_1"", ""gadm:IND.34.32_1"", ""gadm:IND.34.33_1"", ""gadm:IND.34.46_1"", ""gadm:IND.34.47_1"", ""gadm:IND.34.4_1"", ""gadm:IND.34.50_1"", ""gadm:IND.34.54_1"", ""gadm:IND.34.56_1"", ""gadm:IND.34.58_1"", ""gadm:IND.34.59_1"", ""gadm:IND.34.65_1"", ""gadm:IND.34.68_1"", ""gadm:IND.34.69_1"", ""gadm:IND.34.70_1"", ""gadm:IND.34.71_1"", ""gadm:IND.34.8_1"", ""location:(?<![A-Za-z])Uttar\\ Pradesh(?![A-Za-z])""]",district,pending
E056::pilibhit,E056,2017-0517-IND,Uttar Pradesh,Pilibhit,2017-08-16,2017-08-23,start:day|end:day,admin_units|gadm,"[""admin_units:Pilibhit"", ""gadm:IND.34.59_1""]",gadm|location,"[""gadm:IND.34.10_1"", ""gadm:IND.34.11_1"", ""gadm:IND.34.12_1"", ""gadm:IND.34.14_1"", ""gadm:IND.34.16_1"", ""gadm:IND.34.17_1"", ""gadm:IND.34.18_1"", ""gadm:IND.34.22_1"", ""gadm:IND.34.25_1"", ""gadm:IND.34.26_1"", ""gadm:IND.34.31_1"", ""gadm:IND.34.32_1"", ""gadm:IND.34.33_1"", ""gadm:IND.34.46_1"", ""gadm:IND.34.47_1"", ""gadm:IND.34.4_1"", ""gadm:IND.34.50_1"", ""gadm:IND.34.54_1"", ""gadm:IND.34.56_1"", ""gadm:IND.34.58_1"", ""gadm:IND.34.59_1"", ""gadm:IND.34.65_1"", ""gadm:IND.34.68_1"", ""gadm:IND.34.69_1"", ""gadm:IND.34.70_1"", ""gadm:IND.34.71_1"", ""gadm:IND.34.8_1"", ""location:(?<![A-Za-z])Uttar\\ Pradesh(?![A-Za-z])""]",district,pending
E056::sant%20kabir%20nagar,E056,2017-0517-IND,Uttar Pradesh,Sant Kabir Nagar,2017-08-16,2017-08-23,start:day|end:day,admin_units|gadm,"[""admin_units:Sant Kabir Nagar"", ""gadm:IND.34.65_1""]",gadm|location,"[""gadm:IND.34.10_1"", ""gadm:IND.34.11_1"", ""gadm:IND.34.12_1"", ""gadm:IND.34.14_1"", ""gadm:IND.34.16_1"", ""gadm:IND.34.17_1"", ""gadm:IND.34.18_1"", ""gadm:IND.34.22_1"", ""gadm:IND.34.25_1"", ""gadm:IND.34.26_1"", ""gadm:IND.34.31_1"", ""gadm:IND.34.32_1"", ""gadm:IND.34.33_1"", ""gadm:IND.34.46_1"", ""gadm:IND.34.47_1"", ""gadm:IND.34.4_1"", ""gadm:IND.34.50_1"", ""gadm:IND.34.54_1"", ""gadm:IND.34.56_1"", ""gadm:IND.34.58_1"", ""gadm:IND.34.59_1"", ""gadm:IND.34.65_1"", ""gadm:IND.34.68_1"", ""gadm:IND.34.69_1"", ""gadm:IND.34.70_1"", ""gadm:IND.34.71_1"", ""gadm:IND.34.8_1"", ""location:(?<![A-Za-z])Uttar\\ Pradesh(?![A-Za-z])""]",district,pending
E056::shamli,E056,2017-0517-IND,Uttar Pradesh,Shamli,2017-08-16,2017-08-23,start:day|end:day,gadm,"[""gadm:IND.34.68_1""]",gadm|location,"[""gadm:IND.34.10_1"", ""gadm:IND.34.11_1"", ""gadm:IND.34.12_1"", ""gadm:IND.34.14_1"", ""gadm:IND.34.16_1"", ""gadm:IND.34.17_1"", ""gadm:IND.34.18_1"", ""gadm:IND.34.22_1"", ""gadm:IND.34.25_1"", ""gadm:IND.34.26_1"", ""gadm:IND.34.31_1"", ""gadm:IND.34.32_1"", ""gadm:IND.34.33_1"", ""gadm:IND.34.46_1"", ""gadm:IND.34.47_1"", ""gadm:IND.34.4_1"", ""gadm:IND.34.50_1"", ""gadm:IND.34.54_1"", ""gadm:IND.34.56_1"", ""gadm:IND.34.58_1"", ""gadm:IND.34.59_1"", ""gadm:IND.34.65_1"", ""gadm:IND.34.68_1"", ""gadm:IND.34.69_1"", ""gadm:IND.34.70_1"", ""gadm:IND.34.71_1"", ""gadm:IND.34.8_1"", ""location:(?<![A-Za-z])Uttar\\ Pradesh(?![A-Za-z])""]",district,pending
E056::shravasti,E056,2017-0517-IND,Uttar Pradesh,Shravasti,2017-08-16,2017-08-23,start:day|end:day,admin_units|gadm,"[""admin_units:Shravasti"", ""gadm:IND.34.69_1""]",gadm|location,"[""gadm:IND.34.10_1"", ""gadm:IND.34.11_1"", ""gadm:IND.34.12_1"", ""gadm:IND.34.14_1"", ""gadm:IND.34.16_1"", ""gadm:IND.34.17_1"", ""gadm:IND.34.18_1"", ""gadm:IND.34.22_1"", ""gadm:IND.34.25_1"", ""gadm:IND.34.26_1"", ""gadm:IND.34.31_1"", ""gadm:IND.34.32_1"", ""gadm:IND.34.33_1"", ""gadm:IND.34.46_1"", ""gadm:IND.34.47_1"", ""gadm:IND.34.4_1"", ""gadm:IND.34.50_1"", ""gadm:IND.34.54_1"", ""gadm:IND.34.56_1"", ""gadm:IND.34.58_1"", ""gadm:IND.34.59_1"", ""gadm:IND.34.65_1"", ""gadm:IND.34.68_1"", ""gadm:IND.34.69_1"", ""gadm:IND.34.70_1"", ""gadm:IND.34.71_1"", ""gadm:IND.34.8_1"", ""location:(?<![A-Za-z])Uttar\\ Pradesh(?![A-Za-z])""]",district,pending
E056::siddharth%20nagar,E056,2017-0517-IND,Uttar Pradesh,Siddharth Nagar,2017-08-16,2017-08-23,start:day|end:day,admin_units|gadm,"[""admin_units:Siddharth Nagar"", ""gadm:IND.34.70_1""]",gadm|location,"[""gadm:IND.34.10_1"", ""gadm:IND.34.11_1"", ""gadm:IND.34.12_1"", ""gadm:IND.34.14_1"", ""gadm:IND.34.16_1"", ""gadm:IND.34.17_1"", ""gadm:IND.34.18_1"", ""gadm:IND.34.22_1"", ""gadm:IND.34.25_1"", ""gadm:IND.34.26_1"", ""gadm:IND.34.31_1"", ""gadm:IND.34.32_1"", ""gadm:IND.34.33_1"", ""gadm:IND.34.46_1"", ""gadm:IND.34.47_1"", ""gadm:IND.34.4_1"", ""gadm:IND.34.50_1"", ""gadm:IND.34.54_1"", ""gadm:IND.34.56_1"", ""gadm:IND.34.58_1"", ""gadm:IND.34.59_1"", ""gadm:IND.34.65_1"", ""gadm:IND.34.68_1"", ""gadm:IND.34.69_1"", ""gadm:IND.34.70_1"", ""gadm:IND.34.71_1"", ""gadm:IND.34.8_1"", ""location:(?<![A-Za-z])Uttar\\ Pradesh(?![A-Za-z])""]",district,pending
